,Administrative,Informational,ProductRelated,BounceRates,PageValues,SpecialDay,Revenue
3355,2,0,14,0.0,100.7776,0.0,1
3356,0,0,15,0.007692308,0.0,0.0,0
3357,3,0,23,0.008333333,0.0,0.0,0
3358,0,0,24,0.004938272,0.0,1.0,0
3359,10,0,78,0.008333333,2.554071429,0.0,0
3360,3,0,34,0.0,14.75710476,0.0,1
3361,0,0,2,0.2,0.0,0.2,0
3362,0,0,6,0.0,0.0,0.0,0
3363,0,0,8,0.0,0.0,0.0,0
3364,5,1,33,0.002777778,0.0,0.6,0
3365,5,0,7,0.066666667,0.0,0.0,0
3366,0,0,12,0.0,0.0,0.0,0
3367,0,0,1,0.2,0.0,0.0,0
3368,1,1,3,0.0,0.0,0.6,0
3369,8,0,49,0.007272727,0.0,0.0,0
3370,7,2,68,0.0032,16.16701333,0.0,0
3371,0,0,27,0.0,0.0,0.0,0
3372,4,0,12,0.0,0.0,0.0,0
3373,0,0,24,0.0,2.705833333,0.0,1
3374,3,0,19,0.0,0.0,0.0,0
3375,1,0,35,0.035294118,0.0,1.0,0
3376,0,0,6,0.0,0.0,0.8,0
3377,1,1,35,0.0,11.19189333,0.2,1
3378,0,1,57,0.015517241,8.325206897,0.0,0
3379,0,0,18,0.0,0.0,0.0,0
3380,1,0,18,0.0,56.32466667,0.0,1
3381,0,0,14,0.0,57.58892308,0.6,1
3382,0,0,23,0.043478261,0.0,0.6,0
3383,0,0,7,0.0,0.0,0.0,0
3384,2,0,17,0.0,0.0,0.0,0
3385,0,0,4,0.0,0.0,0.6,0
3386,0,0,5,0.08,0.0,0.0,0
3387,0,0,24,0.0,0.0,0.0,0
3388,5,0,24,0.016666667,0.0,0.0,0
3389,0,0,62,0.008196721,0.0,0.4,0
3390,1,0,5,0.0,0.0,0.0,0
3391,0,0,2,0.0,0.0,0.0,0
3392,6,2,50,0.011111111,10.09862222,0.0,0
3393,0,1,27,0.0,22.12888889,0.0,1
3394,0,0,5,0.04,0.0,0.4,0
3395,2,0,31,0.0,0.0,0.0,0
3396,1,0,25,0.0,0.0,0.8,0
3397,2,1,96,0.004888889,5.344898889,0.0,1
3398,11,0,40,0.025,6.1287875,0.0,1
3399,1,0,9,0.0,0.0,0.0,0
3400,0,0,24,0.013636364,0.0,0.8,0
3401,2,0,3,0.0,0.0,0.0,0
3402,0,0,25,0.012,15.3956,0.0,0
3403,0,0,17,0.039215686,0.0,0.0,0
3404,0,0,16,0.0,11.13171429,0.0,1
3405,1,0,90,0.0,2.099045455,0.0,0
3406,0,0,11,0.0,0.0,0.0,0
3407,15,2,98,0.01314475,0.546128304,0.0,0
3408,2,0,3,0.0,0.0,1.0,0
3409,3,0,39,0.028947368,0.0,0.6,0
3410,7,0,42,0.004347826,0.0,0.0,0
3411,4,1,24,0.0,0.0,0.0,0
3412,7,0,108,0.005309735,0.201663717,1.0,0
3413,7,0,67,0.001917808,4.18760274,0.8,0
3414,1,0,54,0.00754717,0.0,0.2,0
3415,0,0,3,0.1,0.0,0.8,0
3416,0,0,8,0.075,0.0,0.6,0
3417,0,0,23,0.0,0.0,0.8,0
3418,0,0,15,0.013333333,0.0,0.8,0
3419,0,0,31,0.0,0.0,0.0,0
3420,6,2,19,0.0,28.29538462,1.0,1
3421,0,0,119,0.0,1.809360775,0.0,0
3422,8,1,41,0.0,6.211094697,0.0,0
3423,2,0,9,0.0,0.0,0.0,0
3424,2,0,63,0.008064516,0.0,0.4,0
3425,1,0,14,0.03625,14.9925,0.0,1
3426,0,1,16,0.0,0.0,0.4,0
3427,0,0,5,0.0,0.0,0.0,0
3428,0,0,24,0.008333333,0.0,0.8,0
3429,12,3,67,0.002631579,1.089771303,0.0,0
3430,2,0,70,0.0,11.28411429,0.0,1
3431,0,0,3,0.166666667,0.0,0.0,0
3432,2,0,24,0.018181818,0.0,0.0,0
3433,0,0,13,0.005128205,0.0,0.8,0
3434,0,0,23,0.002173913,0.0,0.0,0
3435,2,0,11,0.0,113.98,0.0,1
3436,0,0,4,0.0,0.0,0.0,0
3437,1,0,44,0.025,0.0,0.0,0
3438,0,0,1,0.2,0.0,0.6,0
3439,11,0,122,0.013593814,0.0,0.2,0
3440,0,0,19,0.044736842,0.0,0.0,0
3441,7,0,31,0.005208333,0.0,0.0,0
3442,2,0,17,0.0,23.5144,0.0,0
3443,2,0,18,0.01,0.0,0.0,0
3444,0,0,6,0.0,0.0,0.0,0
3445,0,0,2,0.0,0.0,0.2,0
3446,0,0,16,0.041666667,0.0,0.4,0
3447,0,0,14,0.042857143,0.0,0.0,0
3448,5,0,49,0.0,0.0,0.0,0
3449,1,0,23,0.0,16.197,0.0,0
3450,0,0,13,0.015384615,0.0,0.0,0
3451,0,0,20,0.01,0.0,0.6,0
3452,0,0,7,0.0,0.0,0.0,0
3453,4,1,88,0.0,0.255191489,0.0,0
3454,0,0,5,0.04,0.0,0.0,0
3455,0,0,91,0.021348315,0.0,1.0,0
3456,0,0,15,0.025,0.0,0.8,0
3457,4,0,3,0.0,0.0,0.0,0
3458,0,0,11,0.0,0.0,0.0,0
3459,0,0,6,0.04,0.0,0.0,0
3460,5,0,16,0.0,0.0,0.0,0
3461,0,0,36,0.075675676,0.0,0.8,0
3462,0,0,5,0.12,0.0,0.6,0
3463,0,0,4,0.05,0.0,0.4,0
3464,1,0,29,0.0,12.455,0.0,1
3465,0,0,3,0.2,0.0,0.6,0
3466,0,0,37,0.016190476,0.0,0.0,0
3467,1,0,29,0.013793103,0.0,0.0,0
3468,1,1,62,0.0,30.4615873,0.0,1
3469,0,0,24,0.0375,0.0,1.0,0
3470,0,0,6,0.033333333,0.0,0.6,0
3471,1,0,21,0.0,0.0,0.0,0
3472,1,0,16,0.053333333,0.0,0.0,0
3473,0,0,2,0.2,0.0,0.0,0
3474,7,0,34,0.004878049,0.0,0.0,0
3475,0,0,8,0.0,0.0,0.0,0
3476,1,0,17,0.0,0.0,0.0,0
3477,0,0,7,0.0,0.0,0.0,0
3478,4,0,94,0.010752688,0.0,0.6,0
3479,0,2,15,0.033333333,0.0,0.6,0
3480,0,0,39,0.005128205,0.0,0.0,0
3481,2,0,12,0.0,0.0,0.4,0
3482,8,2,44,0.016,7.435866667,0.0,0
3483,0,0,3,0.0,0.0,0.0,0
3484,0,0,21,0.042857143,0.0,0.4,0
3485,0,0,1,0.2,0.0,0.6,0
3486,4,0,14,0.0,0.0,0.0,0
3487,1,0,19,0.0,0.0,0.0,0
3488,3,0,21,0.0,49.3886,0.6,1
3489,2,1,35,0.010526316,0.0,0.2,0
3490,0,0,4,0.2,0.0,0.6,0
3491,14,2,56,0.01884058,24.72661836,0.6,0
3492,0,0,12,0.0,0.0,1.0,0
3493,2,0,14,0.0,0.0,0.0,0
3494,0,0,11,0.0,0.0,0.0,0
3495,2,0,55,0.001212121,0.0,0.8,0
3496,0,0,5,0.0,0.0,0.6,0
3497,0,0,10,0.02,0.0,0.0,0
3498,0,0,47,0.041843972,0.0,0.0,0
3499,10,0,17,0.0,0.0,0.0,0
3500,4,0,28,0.014666667,0.0,0.0,0
3501,0,0,25,0.0,0.0,0.8,0
3502,1,0,8,0.075,0.0,0.4,0
3503,7,0,125,0.001736111,11.37678683,0.0,0
3504,0,0,15,0.026666667,0.0,0.0,0
3505,2,0,17,0.0125,19.23625,0.8,1
3506,0,3,41,0.013636364,0.0,0.0,0
3507,0,0,7,0.0,0.0,0.0,0
3508,0,0,14,0.015384615,0.0,0.0,0
3509,2,0,6,0.05,0.0,0.6,0
3510,3,3,76,0.0,3.200304878,0.0,0
3511,2,0,105,0.01220527,0.0,0.6,0
3512,4,0,30,0.0,30.01288235,0.0,1
3513,0,0,12,0.05,0.0,0.6,0
3514,0,0,7,0.0,53.988,0.0,1
3515,7,0,13,0.0,0.0,0.0,0
3516,1,0,30,0.0,3.356892857,0.0,0
3517,4,0,79,0.012345679,0.0,0.6,0
3518,1,0,14,0.0,0.0,0.0,0
3519,0,0,12,0.016666667,0.0,0.0,0
3520,0,0,10,0.053333333,0.0,0.0,0
3521,1,0,39,0.015384615,0.0,0.2,0
3522,0,0,3,0.2,0.0,0.0,0
3523,0,0,23,0.0,22.2993913,0.0,0
3524,16,0,276,0.001034483,27.43209507,0.0,1
3525,0,1,8,0.0,35.091,0.0,1
3526,7,1,100,0.001886792,0.0,0.0,0
3527,0,0,3,0.0,0.0,0.0,0
3528,1,0,24,0.025,24.34016667,0.0,0
3529,4,0,16,0.0,254.6071579,0.0,1
3530,6,0,24,0.0,8.1816,0.0,1
3531,0,0,18,0.023529412,0.0,0.0,0
3532,0,0,22,0.01,0.0,0.0,0
3533,3,1,15,0.011764706,0.0,0.0,0
3534,4,1,16,0.0,0.0,0.0,0
3535,1,0,52,0.016666667,13.32592593,0.0,0
3536,1,0,33,0.00625,10.12275,0.0,0
3537,4,0,20,0.0,30.52636364,0.0,1
3538,0,0,14,0.0,0.0,1.0,0
3539,0,0,2,0.0,0.0,0.0,0
3540,2,0,32,0.009375,31.903875,0.6,0
3541,4,1,78,0.007692308,0.0,0.0,0
3542,2,2,19,0.0,52.08342857,0.0,0
3543,0,0,5,0.0,0.0,0.0,0
3544,1,0,59,0.007909605,23.87629104,0.0,1
3545,0,0,15,0.08,0.0,0.6,0
3546,0,0,9,0.0,53.988,0.0,1
3547,0,0,7,0.0,0.0,0.0,0
3548,8,2,27,0.007291667,8.54525,0.0,1
3549,1,0,7,0.083333333,0.0,0.6,0
3550,0,0,29,0.042528736,0.0,0.6,0
3551,1,3,70,0.002515091,7.204613682,0.0,1
3552,0,0,29,0.017857143,0.0,0.0,0
3553,0,0,10,0.0,0.0,0.0,0
3554,1,0,35,0.04,0.0,0.4,0
3555,1,0,51,0.0,0.0,0.0,0
3556,0,0,11,0.072727273,0.0,0.4,0
3557,0,0,25,0.0125,0.0,0.0,0
3558,0,0,9,0.122222222,0.0,0.2,0
3559,0,0,2,0.0,0.0,0.0,0
3560,0,0,13,0.0,0.0,0.0,0
3561,5,2,291,0.00122631,9.013011371,0.0,0
3562,1,1,33,0.0,0.0,0.0,0
3563,0,0,10,0.0,0.0,0.0,0
3564,5,0,16,0.0,0.0,0.0,0
3565,0,0,3,0.0,0.0,0.0,0
3566,0,0,1,0.2,0.0,0.0,0
3567,0,0,23,0.028571429,0.0,0.0,0
3568,0,0,14,0.046153846,0.0,0.6,0
3569,0,0,10,0.08,0.0,0.6,0
3570,1,0,18,0.0,0.0,0.0,0
3571,7,0,5,0.004545455,0.0,0.0,0
3572,0,0,7,0.0,0.0,0.2,0
3573,1,0,7,0.044444444,0.0,0.4,0
3574,0,9,12,0.007017544,0.0,0.6,0
3575,0,0,80,0.035,0.0,0.8,0
3576,0,0,17,0.0,0.0,1.0,0
3577,0,0,1,0.2,0.0,0.0,0
3578,6,0,83,0.013636364,0.0,0.6,0
3579,0,0,9,0.0,0.0,0.0,0
3580,0,0,38,0.022222222,0.0,0.2,0
3581,0,2,23,0.0,56.35884615,0.0,1
3582,1,0,30,0.0,54.21806897,0.0,1
3583,1,0,29,0.011555556,0.0,0.8,0
3584,0,0,18,0.013888889,0.0,0.0,0
3585,1,0,11,0.0,0.0,0.0,0
3586,0,1,16,0.006666667,0.0,0.8,0
3587,0,0,20,0.0,0.0,0.6,0
3588,1,0,12,0.0,9.641076923,0.4,1
3589,0,0,2,0.0,0.0,0.0,0
3590,0,0,48,0.016666667,0.0,0.6,0
3591,7,1,67,0.0,4.148878378,0.0,0
3592,0,0,12,0.0,0.0,0.6,0
3593,1,0,8,0.0,0.0,0.0,0
3594,2,0,19,0.0,20.0031,0.0,1
3595,0,0,2,0.2,0.0,0.6,0
3596,4,0,21,0.0,0.0,0.0,0
3597,0,0,1,0.2,0.0,0.0,0
3598,0,0,6,0.033333333,0.0,0.0,0
3599,1,0,10,0.0,0.0,0.0,0
3600,0,1,51,0.001923077,7.793528571,0.0,0
3601,1,0,18,0.0,0.0,0.0,0
3602,9,1,114,0.0,42.41914286,0.0,1
3603,5,0,4,0.022222222,0.0,1.0,0
3604,3,1,27,0.036781609,0.0,0.0,0
3605,0,0,22,0.133333333,0.0,0.0,0
3606,0,0,4,0.1,0.0,0.6,0
3607,0,0,14,0.028571429,0.0,0.0,0
3608,0,0,3,0.066666667,0.0,1.0,0
3609,0,0,14,0.085714286,0.0,0.0,0
3610,0,0,9,0.0,0.0,0.2,0
3611,3,0,26,0.0,0.0,0.0,0
3612,0,0,10,0.02,0.0,0.8,0
3613,8,0,20,0.011111111,36.51581481,0.0,1
3614,0,0,20,0.074074074,0.0,0.6,0
3615,3,0,7,0.02,0.0,0.0,0
3616,0,0,65,0.023794872,0.0,0.8,0
3617,0,0,11,0.018181818,0.0,0.0,0
3618,1,0,9,0.0,0.0,0.0,0
3619,7,2,38,0.004651163,4.247372093,0.0,0
3620,0,0,15,0.0,0.0,0.2,0
3621,1,0,27,0.021428571,0.0,0.0,0
3622,0,0,9,0.077777778,0.0,0.0,0
3623,0,0,11,0.02,0.0,0.0,0
3624,0,0,5,0.0,0.0,0.6,0
3625,0,0,22,0.009090909,0.0,1.0,0
3626,1,2,14,0.0,0.0,0.0,0
3627,0,0,18,0.038888889,0.0,0.0,0
3628,4,1,71,0.0,80.58733784,0.0,0
3629,0,0,15,0.015384615,0.0,0.0,0
3630,6,4,53,0.004098361,2.227278689,0.8,0
3631,0,0,2,0.2,0.0,0.0,0
3632,0,0,3,0.0,0.0,0.0,0
3633,6,0,4,0.0,0.0,0.0,0
3634,0,0,6,0.033333333,44.99,0.0,1
3635,1,1,16,0.0,0.0,0.0,0
3636,3,4,67,0.039495923,2.341419718,0.0,0
3637,0,0,4,0.125,0.0,0.8,0
3638,5,0,36,0.007894737,0.0,0.8,0
3639,0,0,57,0.003508772,0.0,0.0,0
3640,0,0,10,0.0,0.0,0.0,0
3641,0,0,17,0.041176471,0.0,0.4,0
3642,4,0,66,0.005882353,0.0,1.0,0
3643,0,0,17,0.011764706,0.0,0.8,0
3644,3,0,8,0.0,0.0,0.0,0
3645,0,0,3,0.1,0.0,0.8,0
3646,3,1,25,0.0,15.40042308,0.0,0
3647,0,0,13,0.0,0.0,0.0,0
3648,0,0,54,0.003703704,0.0,0.0,0
3649,0,0,1,0.2,0.0,0.2,0
3650,0,0,1,0.2,0.0,0.0,0
3651,2,0,21,0.047619048,0.0,0.0,0
3652,1,0,13,0.033333333,0.0,0.0,0
3653,0,0,4,0.0,0.0,0.6,0
3654,4,1,3,0.0,0.0,0.0,0
3655,1,0,20,0.0,0.0,0.0,0
3656,0,0,7,0.028571429,0.0,0.0,0
3657,0,0,9,0.044444444,0.0,0.0,0
3658,0,0,72,0.002857143,0.0,0.0,0
3659,2,0,26,0.008333333,0.0,0.0,0
3660,0,0,28,0.023214286,0.0,0.6,0
3661,0,0,4,0.0,0.0,0.0,0
3662,0,0,2,0.0,0.0,0.0,0
3663,0,0,1,0.2,0.0,0.0,0
3664,2,0,12,0.0,43.99,0.0,1
3665,10,0,18,0.0,0.0,0.0,0
3666,0,0,7,0.0,0.0,0.0,0
3667,6,1,36,0.0,0.0,0.0,0
3668,0,1,14,0.012,0.0,0.0,0
3669,1,1,6,0.028571429,0.0,1.0,0
3670,0,0,23,0.1,0.0,0.8,0
3671,0,0,2,0.1,0.0,0.0,0
3672,0,0,5,0.12,0.0,1.0,0
3673,0,0,2,0.0,0.0,0.8,0
3674,6,0,23,0.0,0.0,0.0,0
3675,0,0,13,0.019230769,0.0,0.8,0
3676,0,0,22,0.0,10.51809524,0.0,1
3677,0,0,1,0.2,0.0,0.0,0
3678,2,0,59,0.0,0.0,0.2,0
3679,0,0,7,0.028571429,0.0,0.6,0
3680,12,0,60,0.005970149,13.09154641,0.0,0
3681,3,0,17,0.017647059,0.0,0.0,0
3682,3,3,39,0.0,0.0,0.0,0
3683,0,0,14,0.092857143,0.0,0.4,0
3684,5,0,39,0.0,12.73144186,0.0,0
3685,0,0,25,0.008,0.0,0.6,0
3686,7,1,25,0.013793103,5.078114943,0.0,0
3687,0,0,12,0.133333333,0.0,0.6,0
3688,1,0,29,0.007142857,10.98707143,0.0,1
3689,11,6,172,0.000555556,1.418440397,0.4,0
3690,2,0,10,0.0,0.0,0.0,0
3691,5,0,29,0.025806452,0.0,0.0,0
3692,2,0,24,0.092592593,0.0,0.4,0
3693,0,0,3,0.066666667,0.0,0.6,0
3694,0,0,8,0.0,0.0,0.0,0
3695,3,0,26,0.0,0.0,0.0,0
3696,0,0,6,0.0,0.0,0.0,0
3697,5,0,36,0.015384615,0.0,0.0,0
3698,0,0,16,0.053571429,0.0,0.0,0
3699,4,0,6,0.0125,0.0,0.0,0
3700,0,0,60,0.006779661,0.0,0.6,0
3701,0,0,8,0.0,0.0,0.0,0
3702,0,0,7,0.0,14.98333333,0.4,1
3703,8,0,19,0.0,5.744057971,0.0,0
3704,0,0,7,0.00952381,0.0,0.0,0
3705,0,1,8,0.022222222,0.0,0.6,0
3706,2,0,6,0.044444444,0.0,0.0,0
3707,1,0,15,0.0,0.0,0.0,0
3708,4,0,28,0.0,0.0,0.0,0
3709,0,0,4,0.0,0.0,0.4,0
3710,0,0,19,0.024561404,0.0,1.0,0
3711,3,0,14,0.0,0.0,0.0,0
3712,5,0,7,0.0,0.0,0.2,0
3713,7,2,46,0.019090909,8.567142857,0.0,0
3714,1,0,7,0.0,50.9925,0.0,1
3715,4,0,60,0.034920635,0.0,0.0,0
3716,4,1,39,0.020075188,0.0,0.2,0
3717,2,0,13,0.0,0.0,0.0,0
3718,3,0,7,0.0125,0.0,0.0,0
3719,1,1,33,0.02,11.15734286,0.0,0
3720,0,0,13,0.015384615,0.0,0.0,0
3721,0,0,1,0.2,0.0,0.0,0
3722,0,0,4,0.0,0.0,0.0,0
3723,0,0,9,0.0,0.0,1.0,0
3724,0,0,66,0.010606061,0.0,0.8,0
3725,0,2,93,0.017204301,0.0,0.0,0
3726,2,0,11,0.018181818,0.0,0.8,0
3727,0,1,14,0.013333333,0.0,1.0,0
3728,2,0,23,0.025,0.0,0.6,0
3729,7,0,28,0.0,0.0,0.0,0
3730,0,0,7,0.057142857,0.0,0.8,0
3731,0,1,38,0.000877193,0.0,0.0,0
3732,3,2,15,0.0,0.0,0.0,0
3733,0,0,18,0.010526316,0.0,0.0,0
3734,0,0,16,0.016666667,0.0,0.0,0
3735,0,0,6,0.011111111,0.0,0.0,0
3736,3,0,28,0.033333333,0.0,0.0,0
3737,0,0,29,0.020689655,0.0,0.0,0
3738,5,0,6,0.042857143,0.0,0.0,0
3739,0,0,14,0.014285714,0.0,0.6,0
3740,0,0,49,0.0,0.0,0.0,0
3741,0,0,9,0.0,92.83857143,0.0,1
3742,0,0,7,0.028571429,0.0,0.8,0
3743,0,0,21,0.09047619,0.0,0.6,0
3744,3,1,105,0.009433962,0.0,0.0,0
3745,5,0,15,0.0,0.0,0.0,0
3746,0,0,3,0.066666667,0.0,0.6,0
3747,1,0,7,0.0,0.0,0.0,0
3748,2,0,16,0.017647059,0.0,0.0,0
3749,2,3,65,0.00952381,8.08875,0.0,0
3750,4,0,37,0.0,0.0,0.0,0
3751,0,0,72,0.0,0.0,0.8,0
3752,9,1,39,0.00974026,16.42363253,0.0,0
3753,0,0,14,0.0,0.0,0.0,0
3754,0,0,31,0.0,0.0,0.0,0
3755,0,0,1,0.2,0.0,0.0,0
3756,1,1,33,0.006060606,0.0,0.0,0
3757,2,1,14,0.0125,0.0,0.0,0
3758,3,1,16,0.0,0.0,1.0,0
3759,4,0,217,7.09e-05,0.0,0.0,0
3760,0,1,23,0.043478261,0.0,0.0,0
3761,0,0,7,0.052380952,0.0,0.0,0
3762,0,0,4,0.05,0.0,0.4,0
3763,0,0,7,0.0,0.0,0.0,0
3764,4,0,32,0.006451613,37.60935484,0.0,0
3765,6,1,187,0.003108808,10.80188719,0.0,0
3766,0,0,2,0.0,0.0,0.0,0
3767,1,0,30,0.027083333,12.6534375,0.0,0
3768,1,0,36,0.01372549,19.1127451,0.0,0
3769,0,0,31,0.0,0.0,0.8,0
3770,0,0,3,0.0,0.0,0.0,0
3771,1,0,12,0.015384615,0.0,0.0,0
3772,4,1,25,0.007142857,16.70657143,0.0,1
3773,2,1,21,0.0,0.0,0.0,0
3774,0,0,24,0.008333333,0.0,0.4,0
3775,0,0,5,0.16,0.0,0.4,0
3776,0,0,12,0.0,0.0,0.8,0
3777,0,0,2,0.0,0.0,0.0,0
3778,0,0,8,0.0,59.988,0.0,1
3779,5,3,21,0.017391304,7.091478261,0.0,1
3780,3,0,6,0.0,0.0,0.2,0
3781,2,1,31,0.010909091,0.0,0.0,0
3782,3,0,22,0.0,0.0,0.0,0
3783,0,0,1,0.2,0.0,0.0,0
3784,0,0,14,0.039285714,0.0,0.0,0
3785,0,0,6,0.142857143,0.0,0.6,0
3786,1,3,6,0.0,0.0,0.0,0
3787,0,0,7,0.0,0.0,0.0,0
3788,2,0,159,0.004113924,14.75911588,0.0,0
3789,0,0,5,0.04,0.0,0.0,0
3790,4,0,4,0.0,0.0,0.0,0
3791,0,0,15,0.0,0.0,0.0,0
3792,0,0,20,0.028571429,0.0,0.8,0
3793,0,0,7,0.0,0.0,0.0,0
3794,3,0,7,0.066666667,0.0,0.4,0
3795,5,0,38,0.016923077,0.0,0.2,0
3796,1,0,4,0.0,0.0,0.0,0
3797,1,0,13,0.0,72.788,0.4,1
3798,0,0,2,0.0,0.0,0.0,0
3799,0,0,15,0.0,14.55428571,0.0,1
3800,2,0,6,0.0,0.0,0.0,0
3801,7,2,32,0.02195122,11.19263415,0.0,0
3802,2,0,3,0.0,0.0,0.0,0
3803,2,0,25,0.017391304,0.0,0.0,0
3804,0,0,20,0.01,0.0,0.6,0
3805,5,0,54,0.003773585,0.0,0.0,0
3806,4,0,115,0.006837607,0.0,0.4,0
3807,5,1,79,0.045356473,2.39491796,0.0,0
3808,5,0,11,0.01547619,0.0,0.0,0
3809,0,0,97,0.004166667,0.0,0.8,0
3810,3,1,26,0.008,0.0,0.0,0
3811,8,0,72,0.0,13.36332468,0.0,0
3812,12,0,38,0.006818182,27.7134,0.0,0
3813,0,0,4,0.0,0.0,0.6,0
3814,1,0,57,0.0,0.0,0.0,0
3815,1,0,24,0.008695652,64.33043478,0.0,0
3816,0,0,13,0.142857143,0.0,0.8,0
3817,1,2,37,0.0,102.3538378,0.0,1
3818,0,0,5,0.0,0.0,0.0,0
3819,0,0,8,0.0375,0.0,0.6,0
3820,1,0,10,0.0,0.0,0.0,0
3821,2,0,3,0.0,0.0,0.0,0
3822,6,1,15,0.0,0.0,0.0,0
3823,7,3,21,0.0,0.0,0.0,0
3824,0,0,8,0.0,0.0,0.0,0
3825,2,0,10,0.0,100.0963636,0.0,1
3826,0,0,81,0.012345679,0.0,0.6,0
3827,0,0,16,0.0,0.0,0.0,0
3828,2,0,18,0.010526316,0.0,0.8,0
3829,0,0,9,0.0,0.0,0.0,0
3830,0,0,56,0.004285714,0.0,0.8,0
3831,1,0,8,0.0,0.0,0.0,0
3832,5,1,18,0.0,0.0,0.0,0
3833,0,0,17,0.0,0.0,0.0,0
3834,2,1,31,0.0,0.0,0.0,0
3835,2,0,31,0.0,0.0,0.0,0
3836,0,0,7,0.028571429,0.0,0.0,0
3837,1,0,37,0.013888889,0.0,0.8,0
3838,0,0,3,0.0,0.0,0.0,0
3839,0,0,2,0.0,0.0,0.0,0
3840,2,0,16,0.0,0.0,0.2,0
3841,0,0,8,0.025,0.0,0.0,0
3842,1,0,36,0.011111111,0.0,1.0,0
3843,0,0,4,0.0,0.0,0.0,0
3844,0,0,7,0.028571429,0.0,0.6,0
3845,0,0,2,0.0,0.0,0.4,0
3846,1,1,57,0.0,13.40247586,0.0,0
3847,1,0,16,0.038888889,18.66333333,0.0,0
3848,1,0,24,0.018181818,0.0,0.6,0
3849,5,0,55,0.0,8.903557895,0.0,0
3850,0,0,20,0.001754386,0.0,1.0,0
3851,0,0,6,0.15,0.0,0.6,0
3852,6,0,57,0.006896552,0.0,0.0,0
3853,5,1,55,0.015577078,9.139760775,0.0,0
3854,0,0,2,0.2,0.0,0.0,0
3855,1,3,34,0.0,0.0,0.0,0
3856,0,0,6,0.0,0.0,0.0,0
3857,4,1,25,0.0,0.0,0.8,0
3858,0,0,17,0.047058824,0.0,0.8,0
3859,0,0,26,0.003846154,0.0,0.0,0
3860,0,0,20,0.01,0.0,0.0,0
3861,0,0,1,0.0,0.0,0.0,0
3862,0,0,141,0.004316547,0.0,0.8,0
3863,9,2,88,0.008163265,5.479532313,0.6,0
3864,0,5,60,0.0,31.31885714,0.0,1
3865,5,0,33,0.0,0.0,0.0,0
3866,3,0,13,0.014285714,0.0,0.2,0
3867,0,0,26,0.005555556,0.0,0.0,0
3868,0,0,50,0.0,0.0,0.2,0
3869,2,0,13,0.0,19.78533333,0.0,1
3870,0,0,1,0.2,0.0,0.8,0
3871,2,0,56,0.032738095,0.0,0.8,0
3872,4,0,27,0.014814815,7.108148148,0.0,0
3873,0,0,7,0.0,0.0,0.0,0
3874,5,0,85,0.014942529,0.0,1.0,0
3875,5,1,49,0.012,0.0,0.6,0
3876,8,3,24,0.0,9.877647059,0.0,1
3877,0,0,12,0.01,0.0,0.0,0
3878,4,1,17,0.0,0.0,0.0,0
3879,0,0,6,0.0,0.0,0.8,0
3880,7,3,65,0.012206573,6.147633803,0.0,0
3881,0,0,80,0.01875,0.0,0.4,0
3882,4,0,41,0.0,4.430347826,0.2,0
3883,0,0,5,0.05,0.0,0.0,0
3884,8,1,59,0.010447761,12.44030746,0.0,0
3885,0,0,31,0.038709677,0.0,0.6,0
3886,0,0,16,0.0125,0.0,0.0,0
3887,0,0,3,0.0,0.0,0.0,0
3888,8,4,24,0.015151515,5.689554113,0.0,0
3889,4,1,73,0.008333333,2.323162162,0.2,0
3890,2,0,14,0.0,0.0,0.4,0
3891,0,0,1,0.2,0.0,0.0,0
3892,0,0,43,0.004651163,0.0,0.8,0
3893,0,0,4,0.0,0.0,0.0,0
3894,0,0,68,0.002941176,0.0,0.0,0
3895,2,0,23,0.0,45.6125,0.0,1
3896,9,0,85,0.0,3.926014129,0.0,1
3897,4,0,133,0.004890511,1.786819082,0.0,0
3898,4,0,59,0.007526882,8.126193548,0.0,1
3899,0,0,19,0.0,115.98,0.0,1
3900,0,0,6,0.0,0.0,0.0,0
3901,0,0,3,0.066666667,0.0,0.0,0
3902,0,0,9,0.033333333,0.0,0.0,0
3903,0,0,7,0.028571429,0.0,0.0,0
3904,0,0,41,0.045238095,0.0,0.8,0
3905,6,0,6,0.0,0.0,0.0,0
3906,1,0,31,0.0,0.0,0.0,0
3907,0,0,11,0.054545455,0.0,0.8,0
3908,0,0,8,0.0,0.0,0.0,0
3909,0,0,1,0.2,0.0,0.0,0
3910,3,0,5,0.0,0.0,0.0,0
3911,0,0,16,0.0,0.0,0.0,0
3912,14,0,156,0.010009921,2.992267778,1.0,0
3913,1,0,3,0.2,0.0,0.0,0
3914,3,2,3,0.0,0.0,0.4,0
3915,0,0,53,0.0,0.0,0.4,0
3916,9,1,33,0.002777778,0.0,0.0,0
3917,1,0,111,0.0,2.797414715,0.4,1
3918,0,0,36,0.029166667,0.0,1.0,0
3919,1,0,35,0.004166667,0.0,0.0,0
3920,5,0,26,0.0,42.95612903,0.0,1
3921,0,0,15,0.026666667,0.0,0.0,0
3922,1,1,84,0.005102041,0.0,0.0,0
3923,6,0,49,0.0,4.272807692,0.0,0
3924,0,0,59,0.003508772,2.790473684,0.0,0
3925,2,0,3,0.1,0.0,0.0,0
3926,1,0,4,0.0,0.0,1.0,0
3927,0,0,2,0.0,0.0,0.8,0
3928,0,0,6,0.0,0.0,0.0,0
3929,2,0,68,0.009758454,12.76243133,1.0,0
3930,0,8,51,0.003389831,0.0,0.4,0
